"actor1geo_countrycode","actor2geo_countrycode","cnt"
"RQ","VT","4"
"MX","NE","4"
"OS","TO","4"
"KV","CF","4"
"CQ","CJ","4"
"EN","PP","4"
"KE","LS","4"
"BL","CM","4"
"GQ","AJ","4"
"BT","ZA","4"
"RM","GH","4"
"BT","LT","4"
"LI","MJ","4"
"RN","CO","4"
"BY","BO","4"
"TX","GT","4"
"BE","GP","4"
"BM","MC","4"
"BD","LI","4"
"GJ","GP","4"
"JM","NH","4"
"AA","IC","4"
"HR","TZ","4"
"BH","KU","4"
"LT","BT","4"
"MV","WZ","4"
"BT","FM","4"
"MK","RQ","4"
"AY","TW","4"
"UZ","EK","4"
"TP","SZ","4"
"WS","PE","4"
"RE","TH","4"
"UY","AL","4"
"KR","ET","4"
"GV","YI","4"
"VC","BE","4"
"TX","HK","4"
"EZ","CV","4"
"IC","VC","4"
"NL","SH","4"
"RM","MI","4"
"MT","ZI","4"
"BM","LH","4"
"MF","TZ","4"
"TO","EI","4"
"CS","KV","4"
"JA","CN","4"
"RB","PM","4"
"TD","CV","4"
"VQ","BH","4"
"PS","MO","4"
"WZ","VE","4"
"TO","ID","4"
"UV","TX","4"
"MO","MC","4"
"UZ","WA","4"
"KV","WI","4"
"PK","AV","4"
"YM","DO","4"
"PM","WE","4"
"BR","GP","4"
"VQ","BU","4"
"GK","JO","4"
"MZ","UZ","4"
"MP","AM","4"
"IC","ZA","4"
"MP","TP","4"
"RP","NS","4"
"SI","CS","4"
"SI","WI","4"
"HK","CG","4"
"MJ","KG","4"
"PO","ST","4"
"PP","BC","4"
"AA","IZ","4"
"CG","YM","4"
"WA","GL","4"
"PP","PM","4"
"BE","AV","4"
"PA","MA","4"
"BD","SC","4"
"CG","TI","4"
"GV","HR","4"
"MU","PA","4"
"TW","CN","4"
"MO","GQ","4"
"RW","DR","4"
"OC","HU","4"
"GZ","BK","4"
"BP","BH","4"
"EN","GY","4"
"MG","SM","4"
"CS","MI","4"
"GL","MT","4"
"GT","CT","4"
"GB","LU","4"
"ZA","MR","4"
"CI","MH","4"
"QA","NH","4"
"RN","RP","4"
"PM","BM","4"
"BO","FJ","4"
"MK","SL","4"
"JO","SH","4"
"WE","MR","4"
"BM","KT","4"
"GJ","SH","4"
"AL","ST","4"
"MJ","FM","4"
"NC","SZ","4"
"TW","BY","4"
"WZ","MN","4"
"KR","TP","4"
"UY","BA","4"
"MG","SI","4"
"PO","FG","4"
"RB","CN","4"
"UY","SI","4"
"MA","BL","4"
"KU","AN","4"
"CF","RQ","4"
"AR","WZ","4"
"GP","RE","4"
"GT","NG","4"
"ER","CQ","4"
"RM","CI","4"
"WE","PM","4"
"KZ","BD","4"
"CB","OS","4"
"GR","AA","4"
"MZ","NS","4"
"YI","TS","4"
"MT","UZ","4"
"DR","LG","4"
"EN","SO","4"
"PM","GQ","4"
"GG","SH","4"
"CF","BF","4"
"VC","TV","4"
"ER","TI","4"
"PP","RQ","4"
"PM","CQ","4"
"PP","MT","4"
"QA","HO","4"
"JM","EN","4"
"PP","JO","4"
"LY","MG","4"
"TI","RM","4"
"PS","CS","4"
"CE","GI","4"
"AL","TT","4"
"NG","BM","4"
"BY","RQ","4"
"TS","MK","4"
"RQ","KG","4"
"PP","GT","4"
"OS","HK","4"
"MN","DR","4"
"MH","JE","4"
"ST","SG","4"
"DA","KR","4"
"VI","ZI","4"
"AM","GB","4"
"KN","GI","4"
"OC","TX","4"
"ZI","GT","4"
"LA","ML","4"
"MC","RO","4"
"BX","ZI","4"
"KG","MT","4"
"CV","SO","4"
"NR","LI","4"
"SA","AY","4"
"BU","MR","4"
"EI","CV","4"
"FM","PU","4"
"ER","IC","4"
"MJ","MO","4"
"LH","DR","4"
"CF","UZ","4"
"MJ","LE","4"
"AN","VM","4"
"BA","WA","4"
"KG","VC","4"
"BA","UY","4"
"VI","SC","4"
"ST","DA","4"
"BX","VT","4"
"LU","GA","4"
"PA","MV","4"
"CQ","UV","4"
"BN","NH","4"
"GJ","LU","4"
"RQ","CD","4"
"NC","MA","4"
"BU","TT","4"
"EK","MP","4"
"CA","NT","4"
"FM","MJ","4"
"PA","GR","4"
"MZ","SI","4"
"LI","SI","4"
"BX","AO","4"
"BU","EC","4"
"CD","HO","4"
"RM","PU","4"
"RM","NP","4"
"KT","SO","4"
"TH","DO","4"
"CN","TI","4"
"OC","PS","4"
"SE","SI","4"
"GK","NO","4"
"MD","YI","4"
"BA","BP","4"
"GA","SI","4"
"NG","JM","4"
"BA","BC","4"
"PU","KG","4"
"VQ","AR","4"
"GA","CO","4"
"WS","DJ","4"
"AL","NG","4"
"AY","BT","4"
"TX","WE","4"
"SG","HR","4"
"HO","BP","4"
"HR","NH","4"
"FO","RO","4"
"UY","BM","4"
"CT","NZ","4"
"MR","VM","4"
"LS","BO","4"
"DR","NG","4"
"MJ","PK","4"
"NP","MK","4"
"MF","MV","4"
"BH","RO","3"
"BN","BP","3"
"GY","LE","3"
"RM","CY","3"
"IN","FK","3"
"LU","CQ","3"
"CD","VT","3"
"LH","PM","3"
"ES","SC","3"
"MH","CU","3"
"SF","MB","3"
"GA","UZ","3"
"GP","AV","3"
"AC","PP","3"
"NS","AL","3"
"GV","KR","3"
"TV","IZ","3"
"CN","LH","3"
"KZ","BH","3"
"BC","MK","3"
"GP","VM","3"
"BF","BX","3"
"RM","EZ","3"
"MZ","OS","3"
"NR","KG","3"
"DO","KE","3"
"EN","MI","3"
"EN","BB","3"
"WE","SI","3"
"NS","GG","3"
"GI","GA","3"
"HO","PP","3"
"EK","TT","3"
"WQ","KS","3"
"WE","ZA","3"
"BM","CG","3"
"MU","WZ","3"
"YM","YI","3"
"BB","HR","3"
"EK","PM","3"
"TN","JE","3"
"UV","OS","3"
"VQ","KE","3"
"AE","ST","3"
"BO","CM","3"
"MA","CO","3"
"GK","LY","3"
"TZ","NS","3"
"HA","TI","3"
"AM","BC","3"
"AJ","NR","3"
"FJ","CT","3"
"SW","NT","3"
"GI","RQ","3"
"NP","SI","3"
"TP","OC","3"
"LY","BD","3"
"KE","VQ","3"
"LS","BD","3"
"PM","UV","3"
"OS","PE","3"
"BH","WA","3"
"MJ","GH","3"
"JO","GL","3"
"UG","DO","3"
"BN","MD","3"
"CN","KS","3"
"WS","AJ","3"
"MT","GT","3"
"DR","MD","3"
"WS","TD","3"
"PE","TP","3"
"CQ","GA","3"
"RQ","BY","3"
"EC","CQ","3"
"TT","ML","3"
"EC","MA","3"
"NU","ER","3"
"IV","VT","3"
"OC","HR","3"
"FG","OC","3"
"BL","BA","3"
"DO","LI","3"
"TU","DO","3"
"KG","CV","3"
"TH","EK","3"
"SC","AU","3"
"KE","NS","3"
"SF","NT","3"
"IZ","TV","3"
"PP","OD","3"
"HR","GB","3"
"NO","MH","3"
"WS","PA","3"
"BM","BH","3"
"MN","GY","3"
"WI","ER","3"
"NS","KN","3"
"SA","YI","3"
"HO","KV","3"
"TT","MN","3"
"PA","FG","3"
"MY","MJ","3"
"AN","TD","3"
"AY","SZ","3"
"JE","MU","3"
"TV","BL","3"
"GV","UY","3"
"PM","GK","3"
"KN","GZ","3"
"NT","UK","3"
"EC","BY","3"
"RE","MO","3"
"CB","WI","3"
"WI","CF","3"
"JO","OC","3"
"HR","GY","3"
"MB","BU","3"
"CI","YI","3"
"HR","BB","3"
"KR","IT","3"
"EI","SC","3"
"AQ","BR","3"
"DA","RN","3"
"TZ","BO","3"
"OD","SI","3"
"CN","PA","3"
"MV","PA","3"
"IC","KG","3"
"AY","GJ","3"
"GI","CU","3"
"KV","SG","3"
"TT","SA","3"
"WE","LA","3"
"LU","WZ","3"
"NU","MB","3"
"TD","AN","3"
"SN","NC","3"
"ER","WI","3"
"AN","NU","3"
"BH","BU","3"
"PP","OC","3"
"BU","TO","3"
"PM","BK","3"
"SH","LY","3"
"VI","SW","3"
"CO","GQ","3"
"NT","SP","3"
"CI","GA","3"
"SC","ES","3"
"IM","NI","3"
"ES","SL","3"
"PS","UZ","3"
"CS","BX","3"
"PM","IV","3"
"MI","EC","3"
"UZ","KV","3"
"TV","MX","3"
"AA","AV","3"
"BH","TP","3"
"MU","DR","3"
"NC","MF","3"
"BA","CW","3"
"OD","MT","3"
"GB","HK","3"
"ST","RE","3"
"IV","OS","3"
"RI","MZ","3"
"OS","KT","3"
"MR","BT","3"
"GT","TI","3"
"KV","CQ","3"
"NO","BP","3"
"MK","HO","3"
"WZ","AR","3"
"YM","HR","3"
"EC","LS","3"
"OS","SG","3"
"TZ","GJ","3"
"AL","PU","3"
"GR","NH","3"
"KE","DO","3"
"CM","IC","3"
"CS","ER","3"
"GK","BG","3"
"RE","KZ","3"
"NG","OC","3"
"AV","GP","3"
"SH","BE","3"
"BE","TV","3"
"MK","UY","3"
"SW","VI","3"
"BH","LH","3"
"OD","ES","3"
"AY","FP","3"
"SM","CI","3"
"UV","RQ","3"
"BK","BY","3"
"CV","AR","3"
"PM","GB","3"
"BF","OS","3"
"PU","KU","3"
"LY","SM","3"
"BY","KV","3"
"RE","UP","3"
"VI","CW","3"
"HR","CF","3"
"NO","PS","3"
"EK","TW","3"
"GL","BB","3"
"EC","CG","3"
"RO","RE","3"
"BN","DR","3"
"OS","NR","3"
"GG","BN","3"
"LE","RE","3"
"SF","DO","3"
"SH","VM","3"
"PA","TZ","3"
"BH","BM","3"
"DO","MU","3"
"SH","WS","3"
"GA","EN","3"
"CD","LG","3"
"TN","JM","3"
"OC","MT","3"
"PS","GH","3"
"KG","GT","3"
"CS","BY","3"
"IO","MY","3"
"KG","CN","3"
"LO","AA","3"
"GP","FG","3"
"LH","BX","3"
"IC","UZ","3"
"KN","SM","3"
"NH","CO","3"
"HU","WS","3"
"CJ","SC","3"
"NC","LH","3"
"SL","KR","3"
"NS","WA","3"
"MA","AJ","3"
"TO","BA","3"
"UZ","RW","3"
"CW","VI","3"
"MP","AN","3"
"ST","BG","3"
"RQ","NG","3"
"MB","SP","3"
"BC","BH","3"
"TV","PA","3"
"WA","TI","3"
"BC","BX","3"
"VM","SH","3"
"ZA","WE","3"
"SE","CJ","3"
"TW","MR","3"
"SC","NZ","3"
"PE","MJ","3"
"CV","MD","3"
"RP","AV","3"
"TT","VC","3"
"TI","GJ","3"
"CY","PS","3"
"GT","MT","3"
"TW","MN","3"
"CO","WS","3"
"KZ","BB","3"
"MY","GK","3"
"MH","HA","3"
"HO","KG","3"
"AN","PK","3"
"SG","FP","3"
"MU","BD","3"
"JM","BX","3"
"EC","GI","3"
"LH","BH","3"
"HO","GZ","3"
"MI","GR","3"
"CN","RB","3"
"GG","CB","3"
"DO","IC","3"
"GP","PM","3"
"SO","PP","3"
"HR","BC","3"
"GT","SI","3"
"EN","LT","3"
"IC","TO","3"
"BC","CS","3"
"PS","CQ","3"
"MR","UY","3"
"MU","MC","3"
"GP","IR","3"
"FK","KE","3"
"WS","NS","3"
"FP","SY","3"
"TI","BF","3"
"MR","VT","3"
"UK","MF","3"
"GR","VC","3"
"YI","JO","3"
"AR","WI","3"
"BF","CN","3"
"GI","GH","3"
"DJ","FJ","3"
"PA","RM","3"
"TV","MR","3"
"GI","GL","3"
"FG","MX","3"
"AU","SC","3"
"NR","OS","3"
"HU","NS","3"
"NR","GY","3"
"RE","BM","3"
"BD","CF","3"
"EC","MI","3"
"LO","ER","3"
"AN","RW","3"
"ES","CD","3"
"TI","GZ","3"
"WA","LS","3"
"TS","BX","3"
"DO","RP","3"
"EI","BT","3"
"GI","VM","3"
"PE","BP","3"
"WZ","RQ","3"
"CN","AU","3"
"FK","GM","3"
"AN","KS","3"
"MT","CT","3"
"BR","SM","3"
"EZ","AY","3"
"WS","UG","3"
"PE","TX","3"
"IT","NR","3"
"SG","MK","3"
"TD","RI","3"
"AM","CN","3"
"CB","DJ","3"
"JM","KZ","3"
"JA","MF","3"
"ES","MR","3"
"BH","KZ","3"
"LU","LT","3"
"CF","BA","3"
"BM","JM","3"
"DR","WZ","3"
"PA","MZ","3"
"SI","SG","3"
"CA","NE","3"
"CY","RM","3"
"FM","LT","3"
"SM","IN","3"
"GQ","SA","3"
"IV","WI","3"
"JM","MR","3"
"AQ","NH","3"
"GZ","AN","3"
"SI","UY","3"
"WS","HK","3"
"HK","IV","3"
"GY","CV","3"
"NR","MO","3"
"TN","BF","3"
"MN","LG","3"
"JM","BA","3"
"RM","HQ","3"
"MV","PL","3"
"BY","MG","3"
"TX","DR","3"
"UG","NR","3"
"KV","BX","3"
"NH","KU","3"
"IS","DO","3"
"BP","UY","3"
"US","JU","3"
"KR","BU","3"
"WS","UZ","3"
"VE","TK","3"
"AY","PP","3"
"NU","WA","3"
"BA","PS","3"
"WI","KU","3"
"ID","IM","3"
"GI","WI","3"
"BP","BT","3"
"PE","RI","3"
"OS","GA","3"
"BD","CW","3"
"RE","NZ","3"
"TN","NO","3"
"IC","SU","3"
"MJ","DA","3"
"IV","CS","3"
"MG","EC","3"
"IV","HK","3"
"LS","SA","3"
"DR","SA","3"
"ZA","NU","3"
"CQ","CT","3"
"PG","HK","3"
"CM","MD","3"
"GJ","PL","3"
"CS","MK","3"
"LS","CE","3"
"MN","MR","3"
"LI","BP","3"
"SG","JE","3"
"FM","CG","3"
"IT","VI","3"
"MX","SC","3"
"VC","CO","3"
"MB","CI","3"
"MI","NR","3"
"NP","KV","3"
"ML","GZ","3"
"NO","WS","3"
"ES","KG","3"
"VI","RO","3"
"SH","BD","3"
"FG","EC","3"
"PA","GB","3"
"NT","RS","3"
"GY","VQ","3"
"OS","JM","3"
"MC","PL","3"
"RO","BB","3"
"SI","VE","3"
"BG","ST","3"
"DJ","BH","3"
"FI","CF","3"
"UV","SE","3"
"PU","NO","3"
"BO","CT","3"
"AG","GT","3"
"MH","GR","3"
"LI","TI","3"
"MR","IC","3"
"TZ","PP","3"
"MA","NS","3"
"PE","CQ","3"
"TO","RQ","3"
"SZ","SH","3"
"CW","IZ","3"
"CI","SM","3"
"MC","AF","3"
"LT","YM","3"
"CT","NU","3"
"WI","AR","3"
"AN","PM","3"
"ID","VI","3"
"BX","BC","3"
"MC","GV","3"
"KT","SU","3"
"BH","ML","3"
"MB","ES","3"
"BO","CG","3"
"NE","MY","3"
"VE","RM","3"
"LS","FJ","3"
"JM","SI","3"
"GL","NT","3"
"DR","LH","3"
"CJ","JO","3"
"LY","FJ","3"
"RN","MT","3"
"ES","JE","3"
"GA","BU","3"
"BA","CT","3"
"WI","RP","3"
"BP","BL","3"
"LS","NZ","3"
"KR","AQ","3"
"EG","SM","3"
"RB","IC","3"
"BG","MJ","3"
"TV","BR","3"
"MC","SF","3"
"BU","VQ","3"
"US","SB","3"
"SG","AY","3"
"MG","IV","3"
"AV","PK","3"
"CJ","LE","3"
"WS","UY","3"
"FJ","WE","3"
"NS","VC","3"
"DO","RM","3"
"IV","RB","3"
"OC","TT","3"
"HR","TO","3"
"LO","DR","3"
"MF","ET","3"
"RE","ST","3"
"IR","NT","3"
"EC","MC","3"
"NP","GK","3"
"BB","MC","3"
"CJ","AJ","3"
"BY","BK","3"
"BT","DR","3"
"CU","MH","3"
"LE","AQ","3"
"BH","FI","3"
"AC","MN","3"
"WI","AF","3"
"PP","AC","3"
"GL","BL","3"
"SH","AS","3"
"FO","SF","3"
"BY","EC","3"
"TT","AM","3"
"SA","LS","3"
"AS","FK","3"
"FG","UP","3"
"TI","AN","3"
"TO","BU","3"
"MD","CM","3"
"AR","NR","3"
"CB","MN","3"
"MN","GH","3"
"EC","VQ","3"
"PL","CJ","3"
"MA","CQ","3"
"CG","BM","3"
"PM","DJ","3"
"VM","VI","3"
"SI","MA","3"
"NR","GA","3"
"CY","CG","3"
"AG","RM","3"
"VQ","GY","3"
"DO","NG","3"
"MJ","KR","3"
"PP","FI","3"
"UG","EN","3"
"NE","AU","3"
"MD","NH","3"
"PU","DJ","3"
"AN","MP","3"
"MX","RN","3"
"EN","CF","3"
"LS","MJ","3"
"KG","PM","3"
"MP","AL","3"
"UG","RM","3"
"LG","ER","3"
"MY","PF","3"
"TS","GK","3"
"FM","OC","3"
"DR","BN","3"
"KZ","RE","3"
"BA","GL","3"
"WZ","DO","3"
"RN","AR","3"
"BX","KV","3"
"CF","HK","3"
"CT","NP","3"
"GB","FJ","3"
"NH","MD","3"
"OS","NP","3"
"OD","MR","3"
"LH","NC","3"
"AV","BG","3"
"GL","BA","3"
"PA","CY","3"
"SH","JA","3"
"SI","TO","3"
"MZ","KG","3"
"NS","UV","3"
"TV","NP","3"
"VM","GP","3"
"NO","TP","3"
"BN","FM","3"
"KG","CM","3"
"NO","PA","3"
"CD","WS","3"
"NH","BH","3"
"LU","NU","3"
"BF","GB","3"
"ZA","YI","3"
"CQ","NS","3"
"DJ","BK","3"
"YI","KS","3"
"ST","PP","3"
"HK","MD","3"
"CH","SB","3"
"BX","BD","3"
"SG","FG","3"
"SO","VC","3"
"NG","HU","3"
"NR","AJ","3"
"CT","FJ","3"
"SH","TU","3"
"PK","FG","3"
"TN","ET","3"
"MV","CT","3"
"HQ","EI","3"
"OC","SH","3"
"AN","CS","3"
"SV","OC","3"
"WZ","BF","3"
"MV","MC","3"
"TD","BM","3"
"CT","DR","3"
"NU","BP","3"
"BM","ML","3"
"PP","MP","3"
"ZA","UZ","3"
"PS","AJ","3"
"MK","BY","3"
"AA","ES","3"
"HO","NG","3"
"BH","QA","3"
"WE","FJ","3"
"IM","NZ","3"
"SG","LG","3"
"CS","GV","3"
"PU","WA","3"
"KZ","YI","3"
"BN","EZ","3"
"RB","GT","3"
"AY","PK","3"
"SV","PE","3"
"EZ","GQ","3"
"AA","BE","3"
"NF","FR","3"
"AF","KR","3"
"AN","BB","3"
"ET","AY","3"
"ID","NE","3"
"CI","MR","3"
"RM","CE","3"
"PL","RM","3"
"KG","PU","3"
"ES","FM","3"
"LI","MN","3"
"KG","BN","3"
"IV","LT","3"
"AM","DR","3"
"HQ","KR","3"
"BC","HR","3"
"CF","MN","3"
"RW","PA","3"
"MA","BH","3"
"GB","BP","3"
"BF","TO","3"
"NE","IN","3"
"SB","US","3"
"LG","TD","3"
"VM","FP","3"
"GG","GH","3"
"WA","UZ","3"
"EK","AC","3"
"IV","GG","3"
"LO","SL","3"
"GA","RM","3"
"PU","MU","3"
"TX","TS","3"
"SM","CA","3"
"MC","NI","3"
"BX","JM","3"
"GK","KE","3"
"DO","GV","3"
"KG","BY","3"
"HK","DR","3"
"CD","MN","3"
"BK","MG","3"
"VQ","BD","3"
"HU","PP","3"
"NZ","VQ","3"
"EC","AA","3"
"ER","DR","3"
"NI","IM","3"
"CD","MJ","3"
"BM","KV","3"
"FR","WF","3"
"GB","NP","3"
"SY","FP","3"
"RI","TO","3"
"TX","PA","3"
"GB","HR","3"
"BP","ZI","3"
"PU","IZ","3"
"BA","SM","3"
"TD","TX","3"
"CM","TT","3"
"BK","PE","3"
"UY","KV","3"
"RE","JM","3"
"GK","EN","3"
"TX","HA","3"
"GR","VI","3"
"MA","WI","3"
"MJ","CD","3"
"CQ","CW","3"
"VQ","GG","3"
"MV","ST","3"
"LI","BL","3"
"GZ","CF","3"
"ID","SH","3"
"MD","SL","3"
"GL","CI","3"
"MJ","SU","3"
"TX","GH","3"
"IZ","IO","3"
"AO","SM","3"
"TN","MT","3"
"TH","UV","3"
"NS","WS","3"
"GT","CJ","3"
"PU","TI","3"
"GL","AL","3"
"MK","ES","3"
"RB","CV","3"
"QA","SC","3"
"MI","GG","3"
"NR","ZI","3"
"AJ","MI","3"
"TH","SM","3"
"BF","TI","3"
"PM","TI","3"
"LH","SE","3"
"TU","MC","3"
"PP","VE","3"
"AJ","CD","3"
"SH","KN","3"
"SV","JE","3"
"SN","AY","3"
"ZA","GL","3"
"SG","KV","3"
"TO","PP","3"
"LA","WE","3"
"WE","MG","3"
"MP","MD","3"
"BK","CT","3"
"AE","PS","3"
"GJ","LG","3"
"ES","AA","3"
"PU","YM","3"
"BF","KR","3"
"RI","TT","3"
"HK","HO","3"
"PP","VT","3"
"NG","HO","3"
"WI","BR","3"
"AR","LT","3"
"NS","AU","3"
"BY","AL","3"
"ML","BX","3"
"LT","NG","3"
"JO","BP","3"
"CS","SC","3"
"MB","IN","3"
"TH","RE","3"
"OS","PM","3"
"MP","VE","3"
"GL","AO","3"
"KE","FK","3"
"SW","EK","3"
"TL","FR","3"
"AU","AY","3"
"EC","EK","3"
"BU","OC","3"
"KE","CJ","3"
"TW","VI","3"
"BM","NE","3"
"LS","TX","3"
"KE","MH","3"
"DJ","MN","3"
"KG","CG","3"
"UK","NT","3"
"UG","WI","3"
"CG","CY","3"
"MB","MY","3"
"PA","HK","3"
"MV","BN","3"
"HR","PU","3"
"RO","WS","3"
"AY","BG","3"
"KG","HR","3"
"DJ","PM","3"
"TH","PU","3"
"PS","PM","3"
"AG","AC","3"
"MD","OD","3"
"CO","NH","3"
"MB","RS","3"
"SW","MH","3"
"AU","CN","3"
"CO","TT","3"
"GJ","UV","3"
"ZI","DO","3"
"BK","PM","3"
"CG","VI","3"
"RM","SU","3"
"TV","VM","3"
"MA","AL","3"
"AC","NP","3"
"NH","AQ","3"
"IV","NH","3"
"LT","UY","3"
"BT","JE","3"
"PM","CV","3"
"JE","SI","3"
"GK","AM","3"
"FG","PA","3"
"BD","PP","3"
"GH","RM","3"
"CJ","MV","3"
"KV","CG","3"
"HO","CM","3"
"CW","BA","3"
"BF","CV","3"
"CJ","VE","3"
"BO","ML","3"
"UY","BP","3"
"MR","KG","3"
"PS","MN","3"
"CO","GK","3"
"CJ","SE","3"
"AC","PU","3"
"GY","NH","3"
"AA","TK","3"
"BR","MJ","3"
"PO","CJ","3"
"TP","EG","3"
"FJ","KV","3"
"MX","NR","3"
"GJ","TX","3"
"AA","IN","3"
"TN","FI","3"
"NH","ST","3"
"EZ","GK","3"
"IV","MG","3"
"GK","TH","3"
"PM","NE","3"
"BB","HK","3"
"ST","CV","3"
"LA","IC","3"
"PP","MI","3"
"JM","OS","3"
"RB","YM","3"
"WE","LG","3"
"SH","KZ","3"
"MN","LA","3"
"OC","LI","3"
"SM","LY","3"
"ER","CV","3"
"BH","MI","3"
"UZ","HO","3"
"RO","BH","3"
"EG","MH","3"
"KS","WQ","3"
"BK","MR","3"
"DA","MJ","3"
"AC","VM","3"
"EN","GL","3"
"JM","AM","3"
"MH","SW","3"
"BF","TX","3"
"BP","KV","3"
"LH","LI","3"
"PP","WE","3"
"IS","AQ","3"
"BO","AQ","3"
"FO","IT","3"
"GJ","EZ","3"
"NH","BC","3"
"HK","GZ","3"
"MK","CF","3"
"PS","VE","3"
"VT","BA","3"
"EK","PK","3"
"BT","MR","3"
"TV","GV","3"
"PS","BT","3"
"AJ","TV","3"
"BP","MI","3"
"PS","VT","3"
"BN","HK","3"
"TO","WS","3"
"CG","AL","3"
"KR","SL","3"
"NH","LE","3"
"AF","GK","3"
"SW","NR","3"
"AY","CO","3"
"TV","EK","3"
"TP","SW","3"
"EZ","PS","3"
"TT","VE","3"
"CN","WS","3"
"SE","WE","3"
"PP","GL","3"
"AM","PS","3"
"GH","GL","3"
"EC","PP","3"
"MD","BL","3"
"PS","CY","3"
"SI","ZA","3"
"AQ","NR","3"
"KR","OC","3"
"CG","KG","3"
"CY","AC","3"
"GA","BP","3"
"MI","LO","3"
"AC","BN","3"
"JM","TN","3"
"ST","EC","3"
"LT","CQ","3"
"GZ","CE","3"
"SL","OC","3"
"HR","VQ","3"
"RW","TI","3"
"WZ","OC","3"
"IV","BB","3"
"BP","JO","3"
"HA","AV","3"
"UY","CT","3"
"EN","BX","3"
"ZA","KG","3"
"LY","AN","3"
"BP","CI","3"
"TD","TV","3"
"ET","NS","3"
"SW","TP","3"
"KT","IS","3"
"ET","MC","3"
"PS","GY","3"
"TL","JA","3"
"CD","GQ","3"
"EN","BH","3"
"GA","MG","3"
"KN","GL","3"
"LT","FJ","3"
"IN","NE","3"
"PU","NP","3"
"MF","OC","3"
"QA","WS","3"
"DR","BT","3"
"NS","HU","3"
"PA","AG","3"
"GA","BF","3"
"LI","CY","3"
"JM","WZ","3"
"TV","AF","3"
"GQ","AR","3"
"AG","AN","3"
"GG","LT","3"
"GA","CI","3"
"MX","GK","3"
"BN","MV","3"
"CQ","CD","3"
"HA","MU","3"
"GI","AJ","3"
"UV","EC","3"
"KZ","KR","3"
"HO","LH","3"
"MH","PE","3"
"KR","SN","3"
"NS","SC","3"
"BT","WZ","3"
"RS","CN","3"
"UG","KZ","3"
"GZ","GT","3"
"GQ","NE","3"
"UV","HR","3"
"NU","MD","3"
"OS","UV","3"
"MV","RE","3"
"LO","WE","3"
"CT","KG","3"
"GJ","TS","3"
"GT","BM","3"
"CQ","PS","3"
"GV","PA","3"
"GY","RW","3"
"MN","SO","3"
"BR","GI","3"
"MA","KV","3"
"CV","SY","3"
"DJ","DR","3"
"HO","MP","3"
"WZ","GR","3"
"PU","TD","3"
"HO","QA","3"
"RB","BB","3"
"MK","EK","3"
"SC","RS","3"
"AQ","KR","3"
"BD","TK","3"
"IV","DR","3"
"PS","NU","3"
"BT","TN","3"
"AE","GL","3"
"ET","BH","3"
"PK","PG","3"
"BL","WE","3"
"MI","BP","3"
"NP","WZ","3"
"WI","MK","3"
"ST","RP","3"
"MF","SF","3"
"IV","NU","3"
"CB","YI","3"
"LO","MA","3"
"VE","GI","3"
"LI","VI","3"
"ML","VI","3"
"KN","MN","3"
"MI","TD","3"
"SH","OC","3"
"GP","BR","3"
"VE","SH","3"
"CT","GT","3"
"WE","OD","3"
"MT","MC","3"
"JE","MH","3"
"KV","DR","3"
"BP","MZ","3"
"RI","CG","3"
"LU","GL","3"
"TK","BD","3"
"IV","RQ","3"
"VC","JO","3"
"BT","CD","3"
"EN","KE","3"
"NT","CO","3"
"AY","AA","3"
"SN","ER","3"
"MD","BN","3"
"IC","AA","3"
"JE","GY","3"
"QA","FG","3"
"DR","HR","3"
"ZI","TP","3"
"TW","MJ","3"
"UV","TV","3"
"TD","MN","3"
"RW","UZ","3"
"PU","RP","3"
"TV","LY","3"
"GQ","BA","3"
"OD","MP","3"
"RS","SC","3"
"AY","MT","3"
"OD","FO","3"
"AN","WS","3"
"TO","KG","3"
"LT","GY","3"
"MO","YI","3"
"NH","RW","3"
"TD","GI","3"
"FK","MZ","3"
"CJ","ST","3"
"AJ","WI","3"
"RB","BA","3"
"NT","SW","3"
"MD","GJ","3"
"LS","AF","3"
"LU","OD","3"
"IC","LT","3"
"BG","GQ","3"
"CM","OC","3"
"BH","LT","3"
"KZ","JE","3"
"MB","AM","3"
"HK","GG","3"
"TZ","GG","3"
"BR","VQ","3"
"CF","OC","3"
"RS","RE","3"
"WZ","PP","3"
"NI","MH","3"
"AV","RP","3"
"MH","NI","3"
"TN","BT","3"
"GG","BM","3"
"FJ","LT","3"
"PL","MC","3"
"BT","AY","3"
"WE","ER","3"
"AN","IC","3"
"IC","AN","3"
"KV","CE","3"
"BC","ES","3"
"MK","BA","3"
"YM","FJ","3"
"GV","LA","3"
"GJ","BK","3"
"ML","GY","3"
"JE","SV","3"
"TN","VT","3"
"DA","TT","3"
"AC","SO","3"
"KT","TH","3"
"MQ","","3"
"LY","TV","3"
"GV","CW","3"
"CJ","AF","3"
"KE","GI","3"
"NO","NT","3"
"EC","WZ","3"
"MC","DR","3"
"SY","ST","3"
"JE","MD","3"
"EI","NH","3"
"MF","SN","3"
"WI","TO","3"
"MC","GQ","3"
"FP","AE","3"
"EN","NS","3"
"GI","JO","3"
"WZ","IC","3"
"MB","MH","3"
"IC","KR","3"
"TN","VE","3"
"VM","IO","3"
"TX","CF","3"
"IN","NC","3"
"EN","FO","3"
"BO","PU","3"
"KN","SH","3"
"SU","KR","3"
"LI","MH","3"
"KU","KR","3"
"RM","SO","3"
"SI","BM","3"
"AR","GQ","3"
